平均心率,62
0.455324,
0.447559,
0.439946,
0.432477,
0.425202,
0.418145,
0.410991,
0.402912,
0.392874,
0.380175,
0.364764,
0.347228,
0.328627,
0.31038,
0.293966,
0.280413,
0.269933,
0.261872,
0.254994,
0.248038,
0.240256,
0.231541,
0.222225,
0.212912,
0.204359,
0.197128,
0.191246,
0.186321,
0.181812,
0.17716,
0.171888,
0.165812,
0.159146,
0.152302,
0.145609,
0.139334,
0.133953,
0.129896,
0.128029,
0.128988,
0.133078,
0.140073,
0.149008,
0.158441,
0.166921,
0.173305,
0.177026,
0.178231,
0.177549,
0.175671,
0.173117,
0.170288,
0.16752,
0.16514,
0.163512,
0.162969,
0.163643,
0.165439,
0.1681,
0.171225,
0.174164,
0.176028,
0.176032,
0.173863,
0.169727,
0.164168,
0.157899,
0.151661,
0.14603,
0.141305,
0.137595,
0.134911,
0.133057,
0.131586,
0.129982,
0.127935,
0.12552,
0.12303,
0.120562,
0.117926,
0.114971,
0.111817,
0.108795,
0.106359,
0.105022,
0.10523,
0.107188,
0.110717,
0.11516,
0.119431,
0.122263,
0.122492,
0.119388,
0.112965,
0.103978,
0.093632,
0.083338,
0.074475,
0.068024,
0.064268,
0.062719,
0.062286,
0.061628,
0.059566,
0.05535,
0.048757,
0.04008,
0.030117,
0.020079,
0.011336,
0.005115,
0.002309,
0.003423,
0.008456,
0.016728,
0.026881,
0.037146,
0.045757,
0.05151,
0.054282,
0.055122,
0.055729,
0.057729,
0.062304,
0.069984,
0.080334,
0.091941,
0.103022,
0.112169,
0.118764,
0.122892,
0.125104,
0.126136,
0.126491,
0.126084,
0.124372,
0.120935,
0.115814,
0.109376,
0.102223,
0.095402,
0.090293,
0.087891,
0.088241,
0.090581,
0.09385,
0.09696,
0.098946,
0.099221,
0.097785,
0.095044,
0.091479,
0.087485,
0.08336,
0.079318,
0.075488,
0.071938,
0.068775,
0.066167,
0.06423,
0.062822,
0.061413,
0.059279,
0.055953,
0.051477,
0.046269,
0.040954,
0.036362,
0.033236,
0.03177,
0.031412,
0.031228,
0.030482,
0.028926,
0.026722,
0.024292,
0.022194,
0.021031,
0.021273,
0.022909,
0.025405,
0.028037,
0.030228,
0.031653,
0.032219,
0.032008,
0.031149,
0.029515,
0.026702,
0.022513,
0.01726,
0.011597,
0.006155,
0.001478,
-0.001905,
-0.003655,
-0.003765,
-0.002448,
-0.000103,
0.002594,
0.004938,
0.006585,
0.007552,
0.007941,
0.007936,
0.008002,
0.008649,
0.009993,
0.011754,
0.013638,
0.015538,
0.017438,
0.019404,
0.021704,
0.024688,
0.028463,
0.032769,
0.03711,
0.040834,
0.043248,
0.043825,
0.042244,
0.038289,
0.031933,
0.023524,
0.013788,
0.003708,
-0.005533,
-0.012651,
-0.016612,
-0.01705,
-0.014381,
-0.0097,
-0.004604,
-0.000875,
0.00004,
-0.002457,
-0.00802,
-0.015735,
-0.024565,
-0.033697,
-0.04274,
-0.051655,
-0.060483,
-0.069189,
-0.077679,
-0.085856,
-0.093635,
-0.100996,
-0.107955,
-0.114444,
-0.12026,
-0.125193,
-0.129159,
-0.132179,
-0.134256,
-0.135351,
-0.135483,
-0.134803,
-0.133586,
-0.132106,
-0.130537,
-0.129029,
-0.127883,
-0.127674,
-0.129089,
-0.132553,
-0.137826,
-0.14387,
-0.149054,
-0.151618,
-0.150221,
-0.144351,
-0.134383,
-0.12133,
-0.106556,
-0.091473,
-0.077075,
-0.063591,
-0.050524,
-0.036927,
-0.021664,
-0.003601,
0.018161,
0.043988,
0.073298,
0.104078,
0.132735,
0.154445,
0.205871,
0.252361,
0.231739,
0.162234,
0.022768,
-0.050811,
-0.129647,
-0.207671,
-0.280142,
-0.344328,
-0.399379,
-0.445517,
-0.483254,
-0.512962,
-0.534714,
-0.548371,
-0.553936,
-0.551737,
-0.542255,
-0.526078,
-0.504205,
-0.478185,
-0.44977,
-0.420525,
-0.391719,
-0.364319,
-0.338832,
-0.31516,
-0.29288,
-0.271639,
-0.251202,
-0.231454,
-0.212688,
-0.195778,
-0.181847,
-0.171746,
-0.165777,
-0.163688,
-0.16461,
-0.167144,
-0.169643,
-0.170593,
-0.168932,
-0.164246,
-0.156903,
-0.148023,
-0.139113,
-0.13158,
-0.126282,
-0.123155,
-0.121192,
-0.118923,
-0.115039,
-0.108794,
-0.100178,
-0.089983,
-0.079616,
-0.070527,
-0.063543,
-0.058728,
-0.055729,
-0.05406,
-0.053149,
-0.052425,
-0.051544,
-0.050342,
-0.048542,
-0.046069,
-0.042671,
-0.03822,
-0.032728,
-0.026397,
-0.019726,
-0.013526,
-0.008646,
-0.005581,
-0.0043,
-0.004349,
-0.005093,
-0.005958,
-0.006541,
-0.006588,
-0.00595,
-0.004584,
-0.002496,
0.000401,
0.00422,
0.008845,
0.013867,
0.018785,
0.023237,
0.027032,
0.030169,
0.032981,
0.036138,
0.04036,
0.046102,
0.053364,
0.061728,
0.070462,
0.078651,
0.085518,
0.090783,
0.094726,
0.09804,
0.101642,
0.106424,
0.112947,
0.121256,
0.130892,
0.14103,
0.150744,
0.159323,
0.166366,
0.171734,
0.175527,
0.178018,
0.179572,
0.180601,
0.181502,
0.182559,
0.183924,
0.185687,
0.187896,
0.190448,
0.193012,
0.195093,
0.196196,
0.196026,
0.19459,
0.192283,
0.189806,
0.187743,
0.186228,
0.185024,
0.183736,
0.181893,
0.179094,
0.175247,
0.170647,
0.165735,
0.160795,
0.155864,
0.150701,
0.14473,
0.137175,
0.127439,
0.115384,
0.10134,
0.086013,
0.070424,
0.055694,
0.042684,
0.031776,
0.022854,
0.015354,
0.008441,
0.001287,
-0.006651,
-0.015535,
-0.025244,
-0.035398,
-0.045431,
-0.054862,
-0.063516,
-0.0714,
-0.078493,
-0.084862,
-0.090831,
-0.096771,
-0.102825,
-0.109018,
-0.115467,
-0.122258,
-0.129189,
-0.135776,
-0.141451,
-0.145513,
-0.146985,
-0.144913,
-0.138914,
-0.129308,
-0.116811,
-0.102344,
-0.087096,
-0.072377,
-0.059251,
-0.048289,
-0.039563,
-0.032795,
-0.027529,
-0.023234,
-0.01944,
-0.015918,
-0.01271,
-0.009928,
-0.007657,
-0.006063,
-0.005375,
-0.005659,
-0.006787,
-0.008661,
-0.011384,
-0.015076,
-0.019525,
-0.024219,
-0.028635,
-0.03239,
-0.035236,
-0.037154,
-0.038409,
-0.039332,
-0.040065,
-0.040653,
-0.041171,
-0.041607,
-0.041793,
-0.041587,
-0.041056,
-0.040515,
-0.040415,
-0.041182,
-0.043141,
-0.045771,
-0.048281,
-0.049777,
-0.049646,
-0.047707,
-0.04421,
-0.039827,
-0.035581,
-0.032519,
-0.031289,
-0.032,
-0.034349,
-0.037636,
-0.040833,
-0.043048,
-0.043978,
-0.043906,
-0.043238,
-0.042162,
-0.040663,
-0.038632,
-0.035914,
-0.032417,
-0.028389,
-0.024535,
-0.021695,
-0.020399,
-0.020845,
-0.022996,
-0.02643,
-0.030307,
-0.033699,
-0.03598,
-0.036957,
-0.036735,
-0.035617,
-0.034146,
-0.033012,
-0.03277,
-0.033723,
-0.036002,
-0.039504,
-0.043689,
-0.047667,
-0.050543,
-0.051645,
-0.050692,
-0.048088,
-0.044994,
-0.042824,
-0.042562,
-0.044458,
-0.048154,
-0.05286,
-0.057528,
-0.061115,
-0.062915,
-0.062675,
-0.060438,
-0.056484,
-0.05148,
-0.046393,
-0.042091,
-0.039098,
-0.037675,
-0.037898,
-0.039601,
-0.042339,
-0.04543,
-0.048162,
-0.050069,
-0.051098,
-0.051585,
-0.052165,
-0.053565,
-0.056275,
-0.060341,
-0.065317,
-0.070366,
-0.074482,
-0.07682,
-0.077009,
-0.075286,
-0.07231,
-0.06879,
-0.065238,
-0.061942,
-0.058961,
-0.056149,
-0.053356,
-0.05067,
-0.048384,
-0.046841,
-0.046453,
-0.047624,
-0.050324,
-0.053756,
-0.056695,
-0.05816,
-0.057689,
-0.05527,
-0.0514,
-0.047041,
-0.043243,
-0.040811,
-0.040283,
-0.041904,
-0.045364,
-0.049681,
-0.053692,
-0.056739,
-0.058731,
-0.059765,
-0.059957,
-0.059588,
-0.059053,
-0.058614,
-0.0584,
-0.058622,
-0.059568,
-0.061463,
-0.064394,
-0.068265,
-0.072723,
-0.077089,
-0.080432,
-0.081949,
-0.081453,
-0.07946,
-0.076815,
-0.074244,
-0.072126,
-0.070451,
-0.068896,
-0.066949,
-0.064014,
-0.059695,
-0.054172,
-0.048313,
-0.043297,
-0.040094,
-0.039163,
-0.04027,
-0.042472,
-0.044368,
-0.044528,
-0.041948,
-0.036295,
-0.027849,
-0.017424,
-0.006285,
0.004154,
0.012842,
0.019367,
0.023865,
0.026762,
0.028573,
0.029693,
0.030268,
0.03021,
0.029279,
0.02726,
0.0241,
0.019863,
0.014647,
0.008604,
0.002007,
-0.004748,
-0.011209,
-0.016816,
-0.020882,
-0.022856,
-0.022654,
-0.020805,
-0.01841,
-0.016894,
-0.01767,
-0.021779,
-0.029503,
-0.040188,
-0.052412,
-0.064394,
-0.07447,
-0.081603,
-0.085782,
-0.087918,
-0.089271,
-0.090892,
-0.093256,
-0.096017,
-0.098187,
-0.098715,
-0.096931,
-0.092624,
-0.086083,
-0.078207,
-0.070412,
-0.06419,
-0.060659,
-0.060478,
-0.063882,
-0.070522,
-0.079332,
-0.088769,
-0.097174,
-0.102824,
-0.103961,
-0.09928,
-0.088537,
-0.072579,
-0.052935,
-0.031412,
-0.009679,
0.011274,
0.031473,
0.051808,
0.073532,
0.097783,
0.125349,
0.156444,
0.19035,
0.225087,
0.257372,
0.282954,
0.329822,
0.340787,
0.365178,
0.323003,
0.197764,
0.1386,
0.073688,
0.007679,
-0.055921,
-0.114966,
-0.168601,
-0.216889,
-0.260055,
-0.297724,
-0.328994,
-0.352346,
-0.366775,
-0.371752,
-0.367131,
-0.353373,
-0.331769,
-0.30417,
-0.272435,
-0.238279,
-0.203573,
-0.17042,
-0.14076,
-0.115918,
-0.096452,
-0.08207,
-0.071623,
-0.063457,
-0.05609,
-0.048694,
-0.04118,
-0.033917,
-0.027463,
-0.022469,
-0.019393,
-0.018158,
-0.018137,
-0.018464,
-0.018423,
-0.017747,
-0.016623,
-0.015386,
-0.014164,
-0.012778,
-0.010836,
-0.00782,
-0.003288,
0.002804,
0.009901,
0.016969,
0.022825,
0.026446,
0.027108,
0.024495,
0.0189,
0.011272,
0.002961,
-0.00458,
-0.009951,
-0.012092,
-0.010631,
-0.005978,
0.000946,
0.009015,
0.017084,
0.024222,
0.029975,
0.034386,
0.037824,
0.040757,
0.043536,
0.046296,
0.049036,
0.051841,
0.055027,
0.059051,
0.064231,
0.070523,
0.077523,
0.084653,
0.091305,
0.096974,
0.101319,
0.104228,
0.105924,
0.106958,
0.108021,
0.109804,
0.112948,
0.117958,
0.125006,
0.133796,
0.143714,
0.154034,
0.16397,
0.172678,
0.179404,
0.183686,
0.185475,
0.185162,
0.183556,
0.181904,
0.181659,
0.183995,
0.189427,
0.19778,
0.208315,
0.219856,
0.230986,
0.240414,
0.247372,
0.251803,
0.254355,
0.25602,
0.25762,
0.259511,
0.261612,
0.263594,
0.265179,
0.266427,
0.267805,
0.269902,
0.27303,
0.277102,
0.28183,
0.286826,
0.291525,
0.29529,
0.297654,
0.298347,
0.297111,
0.293672,
0.28794,
0.280083,
0.270393,
0.259267,
0.247319,
0.235323,
0.223984,
0.213777,
0.204927,
0.19742,
0.190981,
0.185105,
0.179233,
0.172906,
0.165708,
0.157123,
0.146587,
0.133844,
0.119214,
0.103581,
0.088261,
0.074747,
0.064312,
0.057641,
0.054723,
0.054942,
0.057227,
0.060102,
0.061856,
0.06106,
0.057044,
0.049931,
0.04042,
0.029618,
0.018857,
0.009378,
0.002076,
-0.002563,
-0.004525,
-0.004408,
-0.003398,
-0.002876,
-0.003798,
-0.006328,
-0.010004,
-0.014117,
-0.017989,
-0.021224,
-0.023864,
-0.026338,
-0.029214,
-0.032952,
-0.037767,
-0.043583,
-0.050024,
-0.056401,
-0.061826,
-0.065585,
-0.067434,
-0.067494,
-0.065927,
-0.06282,
-0.05835,
-0.052832,
-0.046561,
-0.039806,
-0.032967,
-0.026461,
-0.020451,
-0.014824,
-0.009528,
-0.004805,
-0.001018,
0.001507,
0.002448,
0.00159,
-0.000944,
-0.004649,
-0.008838,
-0.012819,
-0.015941,
-0.017789,
-0.018319,
-0.017714,
-0.016249,
-0.014274,
-0.012113,
-0.009968,
-0.007991,
-0.006364,
-0.005311,
-0.005072,
-0.00592,
-0.008197,
-0.012146,
-0.017627,
-0.023963,
-0.03011,
-0.034982,
-0.037748,
-0.038003,
-0.035862,
-0.031928,
-0.027155,
-0.022689,
-0.01956,
-0.018284,
-0.018719,
-0.020183,
-0.021661,
-0.022149,
-0.021019,
-0.018186,
-0.013994,
-0.008983,
-0.003827,
0.000642,
0.003626,
0.004668,
0.003772,
0.001234,
-0.002566,
-0.007145,
-0.011868,
-0.016116,
-0.019431,
-0.021497,
-0.022169,
-0.021607,
-0.020241,
-0.018534,
-0.01686,
-0.015563,
-0.015009,
-0.015487,
-0.017043,
-0.019436,
-0.022305,
-0.025381,
-0.02847,
-0.031333,
-0.033765,
-0.035636,
-0.0368,
-0.037142,
-0.036778,
-0.03611,
-0.035619,
-0.035631,
-0.036252,
-0.037394,
-0.038756,
-0.039856,
-0.04026,
-0.039747,
-0.03827,
-0.035911,
-0.032946,
-0.029823,
-0.027022,
-0.025007,
-0.024206,
-0.024814,
-0.026674,
-0.029502,
-0.033136,
-0.037443,
-0.04214,
-0.04682,
-0.051067,
-0.054496,
-0.056736,
-0.057483,
-0.056539,
-0.053855,
-0.049667,
-0.044547,
-0.03924,
-0.034447,
-0.030696,
-0.028224,
-0.026935,
-0.026576,
-0.027109,
-0.02883,
-0.032083,
-0.036895,
-0.042886,
-0.049396,
-0.055521,
-0.06022,
-0.062713,
-0.062775,
-0.060574,
-0.056424,
-0.050819,
-0.044495,
-0.038279,
-0.032984,
-0.029452,
-0.028437,
-0.03031,
-0.034806,
-0.041076,
-0.047883,
-0.05375,
-0.057265,
-0.057651,
-0.055134,
-0.05072,
-0.045702,
-0.041318,
-0.038514,
-0.037673,
-0.03856,
-0.040603,
-0.043213,
-0.045993,
-0.048759,
-0.051424,
-0.053861,
-0.055922,
-0.057531,
-0.058611,
-0.059019,
-0.058718,
-0.057913,
-0.056901,
-0.055777,
-0.054353,
-0.052426,
-0.049982,
-0.047093,
-0.043794,
-0.040273,
-0.037076,
-0.034933,
-0.0344,
-0.035774,
-0.039107,
-0.044041,
-0.049734,
-0.055107,
-0.059269,
-0.06177,
-0.062528,
-0.061684,
-0.059651,
-0.057107,
-0.054759,
-0.05308,
-0.052207,
-0.05197,
-0.052055,
-0.052207,
-0.052333,
-0.052402,
-0.052294,
-0.051787,
-0.050616,
-0.048602,
-0.045828,
-0.042659,
-0.039593,
-0.037029,
-0.03516,
-0.034013,
-0.033434,
-0.033064,
-0.032441,
-0.031166,
-0.028997,
-0.025841,
-0.021744,
-0.016899,
-0.011549,
-0.005873,
0.000025,
0.006033,
0.011932,
0.017368,
0.021876,
0.024908,
0.026005,
0.025093,
0.022529,
0.018891,
0.014785,
0.01077,
0.007328,
0.004818,
0.003419,
0.003092,
0.003577,
0.004428,
0.005219,
0.005764,
0.006078,
0.00612,
0.005678,
0.004622,
0.003083,
0.001238,
-0.000891,
-0.003398,
-0.006568,
-0.010971,
-0.017189,
-0.025304,
-0.03471,
-0.044434,
-0.053512,
-0.061176,
-0.067057,
-0.071437,
-0.075252,
-0.079639,
-0.08531,
-0.09227,
-0.099903,
-0.107162,
-0.11293,
-0.116401,
-0.117302,
-0.115925,
-0.112984,
-0.10935,
-0.105762,
-0.102679,
-0.100241,
-0.098238,
-0.096203,
-0.093606,
-0.089934,
-0.084625,
-0.077029,
-0.066608,
-0.053233,
-0.037195,
-0.018979,
0.000923,
0.022141,
0.044603,
0.068713,
0.095242,
0.124875,
0.157729,
0.192893,
0.227931,
0.258787,
0.280424,
0.333111,
0.370231,
0.338918,
0.240026,
0.143065,
0.07459,
0.003916,
-0.063582,
-0.124367,
-0.177038,
-0.22196,
-0.260462,
-0.293866,
-0.322761,
-0.346838,
-0.365186,
-0.376711,
-0.380484,
-0.376044,
-0.363712,
-0.344631,
-0.320379,
-0.292512,
-0.26249,
-0.231814,
-0.201979,
-0.174258,
-0.149578,
-0.128488,
-0.11109,
-0.097089,
-0.08605,
-0.07764,
-0.071632,
-0.067799,
-0.065871,
-0.065551,
-0.066456,
-0.067906,
-0.068834,
-0.068098,
-0.064967,
-0.059329,
-0.051582,
-0.042494,
-0.0331,
-0.024518,
-0.017738,
-0.013492,
-0.012172,
-0.013749,
-0.017705,
-0.023102,
-0.028846,
-0.03396,
-0.037597,
-0.038965,
-0.037435,
-0.032684,
-0.024667,
-0.013599,
-0.000147,
0.014427,
0.02841,
0.039986,
0.047544,
0.050018,
0.047231,
0.040083,
0.030348,
0.020152,
0.0115,
0.005974,
0.004454,
0.006941,
0.012721,
0.02072,
0.029721,
0.038513,
0.046244,
0.05261,
0.057622,
0.061427,
0.064408,
0.06716,
0.07023,
0.073879,
0.078102,
0.082707,
0.087385,
0.091847,
0.095979,
0.099901,
0.103851,
0.10801,
0.112553,
0.117837,
0.124324,
0.13236,
0.142003,
0.152933,
0.164479,
0.175792,
0.18599,
0.19423,
0.199874,
0.202764,
0.203283,
0.202161,
0.200332,
0.198829,
0.198568,
0.200145,
0.203735,
0.209081,
0.215607,
0.222613,
0.229384,
0.23534,
0.24021,
0.244088,
0.247316,
0.250332,
0.253544,
0.257072,
0.260568,
0.263343,
0.264674,
0.264054,
0.261355,
0.25688,
0.251288,
0.245474,
0.240345,
0.236548,
0.234378,
0.233843,
0.23462,
0.236013,
0.237095,
0.236943,
0.234798,
0.230158,
0.222857,
0.213102,
0.201475,
0.18885,
0.176154,
0.164134,
0.153312,
0.143907,
0.135697,
0.128104,
0.120493,
0.112353,
0.103285,
0.093018,
0.081551,
0.069279,
0.056901,
0.045153,
0.034602,
0.0256,
0.018289,
0.012557,
0.008093,
0.004526,
0.001398,
-0.001834,
-0.005547,
-0.009777,
-0.014321,
-0.018902,
-0.023186,
-0.026732,
-0.029088,
-0.030008,
